title,genre_ids,year,original_language,TMDb_Rating
The Fall of the Roman Empire,"[18, 36]",1964,en,6.0
Take Me Home Tonight,"[35, 18, 10749]",2011,en,6.2
Won't Back Down,[18],2012,en,5.8
The Nutcracker,"[10751, 14, 10402]",1993,en,5.6
Kansas City,"[53, 18, 10402, 80]",1996,en,6.1
Indignation,[18],2016,en,6.8
The Amityville Horror,"[27, 53, 18]",2005,en,6.0
Adaptation.,"[35, 80, 18]",2002,en,7.3
Land of the Dead,[27],2005,en,6.0
Out of Inferno,[28],2013,cn,5.8
Fear and Loathing in Las Vegas,"[12, 18, 35]",1998,en,7.2
The Invention of Lying,"[35, 10749, 14]",2009,en,6.0
Neighbors,[35],2014,en,6.2
The Mask,"[10749, 35, 80, 14]",1994,en,6.6
Big,"[14, 18, 35, 10749, 10751]",1988,en,6.9
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,[35],2006,en,6.5
Legally Blonde,[35],2001,en,6.1
Star Trek III: The Search for Spock,"[878, 28, 12, 53]",1984,en,6.4
The Exorcism of Emily Rose,"[80, 18, 27, 53]",2005,en,6.3
Deuce Bigalow: Male Gigolo,[35],1999,en,5.5
Left Behind,"[53, 28, 878]",2014,en,3.7
The Family Stone,"[35, 18, 10749]",2005,en,6.2
Barbershop 2:  Back in Business,"[35, 18]",2004,en,5.6
Bad Santa,"[18, 35, 80]",2003,en,6.5
Austin Powers: International Man of Mystery,"[878, 35, 80]",1997,en,6.5
My Big Fat Greek Wedding 2,"[10749, 35, 10751]",2016,en,5.5
Diary of a Wimpy Kid: Rodrick Rules,"[10751, 35]",2011,en,6.3
Predator,"[878, 28, 12, 53]",1987,en,7.3
Amadeus,"[18, 36, 10402]",1984,en,7.8
Prom Night,"[80, 27]",2008,en,4.8
Mean Girls,[35],2004,en,6.9
Under the Tuscan Sun,"[35, 18, 10749]",2003,en,6.4
Gosford Park,"[18, 9648, 53]",2001,en,6.8
Peggy Sue Got Married,"[35, 18, 14, 10749]",1986,en,5.9
Birdman,"[18, 35]",2014,en,7.4
Blue Jasmine,"[35, 18]",2013,en,7.0
United 93,"[18, 36, 80, 53, 28]",2006,en,6.9
Honey,"[10749, 10402, 10751]",2003,en,6.0
Spy Hard,"[28, 35]",1996,en,4.9
The Fog,[27],1980,en,6.4
Soul Surfer,"[28, 18]",2011,en,6.9
Catch-22,"[10752, 35, 18]",1970,en,6.7
Observe and Report,"[35, 80, 18]",2009,en,5.6
Conan the Destroyer,"[12, 14, 28]",1984,en,5.8
Raging Bull,[18],1980,en,7.7
Love Happens,"[18, 10749]",2009,en,5.6
Young Sherlock Holmes,"[28, 12, 80, 18, 10751, 9648, 53]",1985,en,6.7
Fame,"[10402, 35, 18, 10749]",2009,en,5.5
127 Hours,"[12, 18, 53]",2010,en,7.0
Small Time Crooks,"[28, 35, 80]",2000,en,6.4
Center Stage,"[18, 10402]",2000,en,6.8
Love the Coopers,"[35, 10751]",2015,en,5.4
Catch That Kid,"[10751, 28, 12]",2004,en,4.9
Life as a House,[18],2001,en,7.2
Steve Jobs,"[18, 36]",2015,en,6.8
"I Love You, Beth Cooper","[35, 10749]",2009,en,5.1
Youth in Revolt,"[18, 35, 10749]",2009,en,5.9
The Legend of the Lone Ranger,"[28, 12, 10749, 37]",1981,en,3.7
The Tailor of Panama,"[18, 53]",2001,en,6.2
Blow Out,"[18, 9648, 53]",1981,en,7.3
Getaway,"[28, 80]",2013,en,4.9
The Ice Storm,[18],1997,en,6.9
And So It Goes,"[35, 18, 10749]",2014,en,5.7
Troop Beverly Hills,"[12, 35, 10751]",1989,en,5.6
Being Julia,"[35, 18, 10749]",2004,en,6.4
Nine 1/2 Weeks,"[18, 10749]",1986,en,5.8
Dragonslayer,[14],1981,en,6.5
The Last Station,"[18, 10749]",2009,en,6.7
Ed Wood,"[35, 18, 36]",1994,en,7.3
Labor Day,[18],2013,en,6.7
Mongol: The Rise of Genghis Khan,[36],2007,ru,6.5
RockNRolla,"[28, 80, 53]",2008,en,6.9
Megaforce,"[12, 28, 878]",1982,en,3.5
Hamlet,[18],1996,en,7.3
Mao's Last Dancer,"[18, 10749]",2009,en,6.8
Midnight Special,"[12, 18, 878]",2016,en,6.2
Anything Else,"[35, 10749]",2003,en,6.2
The Railway Man,"[18, 36]",2013,en,6.7
The White Ribbon,"[80, 18, 9648]",2009,de,7.2
Restoration,[27],2016,en,5.3
The Wraith,"[10749, 878, 27, 28, 80]",1986,en,5.9
Salton Sea,"[18, 9648, 53]",2002,en,7.0
Metallica: Through the Never,[10402],2013,en,6.7
The Informers,[18],2008,en,4.4
Carlos,"[80, 18, 53, 36]",2010,en,6.7
I Come with the Rain,"[53, 18]",2009,en,5.6
One Man's Hero,"[37, 28, 18, 36]",1999,en,9.3
Day of the Dead,"[27, 878]",1985,en,6.9
I Am Wrath,"[28, 80, 18, 53]",2016,en,4.5
Renaissance,"[28, 16, 878]",2006,fr,6.7
Red Sonja,"[12, 14, 28]",1985,en,5.0
Red Lights,[53],2012,en,6.0
Superbad,[35],2007,en,7.0
Madea Goes to Jail,"[35, 80, 18]",2009,en,6.4
Wolves,"[27, 28]",2014,en,5.7
Step Up 2: The Streets,"[10402, 18, 10749]",2008,en,6.5
Hoodwinked!,"[16, 35, 10751]",2005,en,5.9
Hotel Rwanda,"[18, 36, 10752]",2004,en,7.5
Hitman,"[28, 80, 18, 53]",2007,en,5.9
Black Nativity,"[18, 10402]",2013,en,5.8
The Prince,"[53, 28]",2014,en,4.6
City of Ghosts,[53],2002,en,5.4
The Others,"[27, 18, 9648, 53]",2001,en,7.4
Aliens,"[27, 28, 53, 878]",1986,en,7.7
My Fair Lady,"[18, 10751, 10402, 10749]",1964,en,7.4
I Know What You Did Last Summer,"[27, 53, 9648]",1997,en,5.6
Let's Be Cops,[35],2014,en,6.4
Sideways,"[35, 18, 10749]",2004,en,6.9
Beerfest,[35],2006,en,5.8
Halloween,"[27, 53]",1978,en,7.4
Good Boy!,"[35, 10751, 878]",2003,en,4.7
The Best Man Holiday,[35],2013,en,6.7
Smokin' Aces,"[28, 35, 80, 53]",2006,en,6.4
Saw: The Final Chapter,"[27, 80]",2010,en,5.8
40 Days and 40 Nights,"[35, 10749]",2002,en,5.2
A Night at the Roxbury,[35],1998,en,5.9
Beastly,"[18, 14, 10749]",2011,en,6.0
The Hills Have Eyes,"[27, 53]",2006,en,6.1
Dickie Roberts: Former Child Star,[35],2003,en,5.1
"McFarland, USA",[18],2015,en,7.4
Lottery Ticket,[35],2010,en,5.6
ATL,[18],2006,en,6.0
Pitch Perfect,"[35, 10402, 10749]",2012,en,7.3
Summer Catch,"[18, 35, 10749]",2001,en,4.8
A Simple Plan,"[18, 80, 53]",1998,en,6.9
They,"[27, 53]",2002,en,4.6
Larry the Cable Guy: Health Inspector,[35],2006,en,3.3
The Adventures of Elmo in Grouchland,[10751],1999,en,6.3
Brooklyn's Finest,"[80, 18, 53]",2009,en,6.2
55 Days at Peking,"[28, 18, 36]",1963,en,6.3
Evil Dead,[27],2013,en,6.4
My Life in Ruins,"[35, 10749]",2009,en,5.6
American Dreamz,"[35, 18, 10751]",2006,en,4.9
Superman IV: The Quest for Peace,"[28, 12, 878]",1987,en,4.1
How She Move,[18],2008,en,3.0
Running Scared,"[28, 80, 18, 53]",2006,en,7.0
Bobby Jones: Stroke of Genius,[18],2004,en,5.5
Shanghai Surprise,[12],1986,en,2.9
The Illusionist,"[14, 18, 53, 10749]",2006,en,7.1
Roar,"[12, 53]",1981,en,5.6
Veronica Guerin,"[18, 80, 53]",2003,en,6.8
Escobar: Paradise Lost,"[53, 10749]",2014,en,6.1
Southland Tales,"[28, 12, 35, 18, 878, 53]",2006,en,5.2
Dragon Hunters,"[16, 10751]",2008,fr,6.5
Damnation Alley,"[28, 12, 878]",1977,en,5.0
The Apparition,"[27, 53]",2012,en,4.5
My Girl,"[35, 18, 10751]",1991,en,7.0
Fur: An Imaginary Portrait of Diane Arbus,"[18, 9648, 10749]",2006,en,5.8
Wall Street,"[80, 18]",1987,en,7.0
Sense and Sensibility,"[18, 10749]",1995,en,7.2
Becoming Jane,"[18, 10749]",2007,en,6.9
Sydney White,[35],2007,en,6.0
House of Sand and Fog,[18],2003,en,7.0
Dead Poets Society,[18],1989,en,8.1
Dumb and Dumber,[35],1994,en,6.5
When Harry Met Sally...,"[35, 10749, 18]",1989,en,7.3
The Verdict,[18],1982,en,7.4
Road Trip,"[35, 12]",2000,en,5.9
Varsity Blues,"[35, 18, 10749]",1999,en,6.0
The Artist,"[18, 35, 10749]",2011,en,7.3
The Unborn,"[27, 53, 9648]",2009,en,4.8
Moonrise Kingdom,"[35, 18, 10749]",2012,en,7.6
The Texas Chainsaw Massacre: The Beginning,[27],2006,en,5.9
The Young Messiah,[18],2016,en,6.4
The Master of Disguise,"[35, 10751]",2002,en,3.7
Pan's Labyrinth,"[14, 18, 10752]",2006,es,7.6
See Spot Run,"[28, 35, 10751]",2001,en,4.8
Baby Boy,"[80, 18, 10749]",2001,en,7.4
The Roommate,"[53, 18, 27]",2011,en,5.3
Joe Dirt,"[9648, 12, 35, 10749, 18]",2001,en,5.5
Double Impact,"[53, 28, 80, 18]",1991,en,5.3
Hot Fuzz,"[80, 28, 35]",2007,en,7.4
The Women,"[35, 18, 10749]",2008,en,4.6
Vicky Cristina Barcelona,"[18, 10749]",2008,en,6.7
Arn: The Knight Templar,"[28, 12, 18, 10749]",2007,sv,6.4
Boys and Girls,"[35, 18, 10749]",2000,en,5.4
White Oleander,[18],2002,en,7.2
Jennifer's Body,"[35, 27]",2009,en,5.3
Drowning Mona,"[35, 80, 9648]",2000,en,5.4
Radio Days,"[35, 18]",1987,en,7.0
Remember Me,"[18, 10749]",2010,en,6.9
How to Deal,"[18, 35, 10749]",2003,en,5.7
My Stepmother is an Alien,"[35, 878]",1988,en,5.3
Philadelphia,[18],1993,en,7.6
The Thirteenth Floor,"[53, 878, 9648]",1999,en,6.8
The Cookout,"[35, 18]",2004,en,4.6
Meteor,"[28, 878, 53]",1979,en,5.1
Duets,"[35, 18, 10402]",2000,en,5.5
Hollywood Ending,"[35, 18]",2002,en,6.4
Detroit Rock City,"[35, 10402]",1999,en,6.7
Highlander,"[12, 28, 14]",1986,en,6.8
Things We Lost in the Fire,[18],2007,en,6.7
Steel,"[878, 28, 12]",1997,en,4.3
The Immigrant,"[18, 10749]",2013,en,6.2
The White Countess,"[18, 36, 10751, 10749]",2005,en,6.9
Trance,"[53, 80, 18, 9648]",2013,en,6.5
Soul Plane,"[10749, 35]",2004,en,4.7
Welcome to the Sticks,[35],2008,fr,6.8
Good,[18],2008,en,6.3
Enter the Void,"[14, 18]",2009,en,7.2
Vamps,"[35, 10749, 27]",2012,en,4.8
Hachi: A Dog's Tale,"[18, 10751]",2009,en,7.7
Zulu,"[80, 18, 53]",2013,en,6.7
The Homesman,"[37, 18]",2014,en,6.4
Juwanna Mann,"[35, 18]",2002,en,4.2
Ararat,"[10752, 18]",2002,en,5.7
Madison,"[28, 12, 18]",2001,en,5.3
Slow Burn,"[9648, 80, 18, 53]",2005,en,5.5
Wasabi,"[18, 28, 35]",2001,fr,6.2
Slither,"[35, 27, 878]",2006,en,6.3
Beverly Hills Cop,"[28, 35, 80]",1984,en,6.8
Home Alone,"[35, 10751]",1990,en,7.1
Three Men and a Baby,"[10751, 35, 18]",1987,es,5.8
Tootsie,"[35, 10749]",1982,en,6.9
Top Gun,"[28, 10749, 10752]",1986,en,6.7
"Crouching Tiger, Hidden Dragon","[12, 18, 28, 10749]",2000,zh,7.2
American Beauty,[18],1999,en,7.9
The King's Speech,"[18, 36]",2010,en,7.6
Twins,[35],1988,en,5.7
The Yellow Handkerchief,"[18, 10749]",2008,en,6.4
The Color Purple,[18],1985,en,7.7
Tidal Wave,"[28, 12, 18, 53]",2009,ko,6.5
The Imitation Game,"[36, 18, 53, 10752]",2014,en,8.0
Private Benjamin,[35],1980,en,6.0
Coal Miner's Daughter,"[18, 10402]",1980,en,7.2
Diary of a Wimpy Kid,"[35, 10751]",2010,en,5.9
Mama,[27],2013,en,6.0
National Lampoon's Vacation,"[35, 12, 10749]",1983,en,7.1
Bad Grandpa,[35],2013,en,6.0
The Queen,[18],2006,en,6.8
Beetlejuice,"[14, 35]",1988,en,7.1
Why Did I Get Married?,"[35, 18]",2007,en,6.1
Little Women,"[18, 10749]",1994,en,7.0
The Woman in Black,"[18, 27, 53]",2012,en,6.1
When a Stranger Calls,"[27, 53]",2006,en,5.4
Big Fat Liar,"[35, 10751]",2002,en,5.6
The Deer Hunter,"[18, 10752]",1978,en,7.8
Wag the Dog,"[35, 18]",1997,en,6.7
The Lizzie McGuire Movie,"[10751, 35]",2003,en,5.7
Snitch,"[53, 18]",2013,en,5.8
Krampus,"[27, 35, 14]",2015,en,5.9
The Faculty,"[27, 9648, 878]",1998,en,6.2
What's Love Got to Do with It,"[18, 10402]",1993,en,6.9
Cop Land,"[28, 80, 18]",1997,en,6.6
Not Another Teen Movie,[35],2001,en,5.5
End of Watch,"[80, 18, 53]",2012,en,7.2
The Skulls,"[80, 18, 53]",2000,en,5.8
The Theory of Everything,"[18, 10749]",2014,en,7.8
Malibu's Most Wanted,"[35, 80]",2003,en,4.7
Where the Heart Is,"[35, 18, 10749]",2000,en,6.9
Lawrence of Arabia,"[12, 18, 36, 10752]",1962,en,7.8
Halloween II,[27],2009,en,5.1
Wild,[18],2014,en,7.0
The Last House on the Left,"[80, 53, 27, 18]",2009,en,6.2
The Wedding Date,"[35, 10749]",2005,en,6.2
Halloween: Resurrection,"[27, 53]",2002,en,4.5
The Princess Bride,"[12, 10751, 14, 35, 10749]",1987,en,7.6
The Great Debaters,[18],2007,en,6.9
Drive,"[18, 28, 53, 80]",2011,en,7.4
Confessions of a Teenage Drama Queen,[35],2004,en,5.1
The Object of My Affection,"[35, 18, 10749]",1998,en,5.6
28 Weeks Later,"[27, 53, 878]",2007,en,6.5
When the Game Stands Tall,[18],2014,en,6.3
Because of Winn-Dixie,"[35, 18, 10751]",2005,en,6.1
Love & Basketball,"[28, 35, 18, 10749]",2000,en,7.4
Grosse Pointe Blank,"[28, 35, 53, 10749]",1997,en,6.9
All About Steve,[35],2009,en,4.7
Book of Shadows: Blair Witch 2,"[9648, 53, 27]",2000,en,4.3
The Craft,"[18, 14, 27, 53]",1996,en,6.3
Match Point,"[18, 53, 80, 10749]",2005,en,7.3
Ramona and Beezus,"[35, 10751]",2010,en,6.1
The Remains of the Day,"[18, 10749]",1993,en,7.5
Boogie Nights,[18],1997,en,7.5
Nowhere to Run,"[28, 12, 18, 53]",1993,en,5.5
Flicka,[18],2006,en,6.1
The Hills Have Eyes 2,"[27, 53]",2007,en,5.2
Urban Legends: Final Cut,[27],2000,en,4.4
Tuck Everlasting,"[14, 18, 878, 10749, 10751]",2002,en,6.4
The Marine,"[28, 12, 18, 53]",2006,en,5.0
Keanu,"[28, 35]",2016,en,6.0
Country Strong,"[18, 10749]",2010,en,5.9
Disturbing Behavior,"[9648, 27, 878]",1998,en,5.5
The Place Beyond the Pines,"[18, 80]",2013,en,6.8
The November Man,"[80, 28, 53]",2014,en,6.0
Eye of the Beholder,"[18, 9648, 53]",1999,en,5.3
The Hurt Locker,"[18, 53, 10752]",2008,en,7.2
Firestarter,"[14, 18, 27, 28, 53]",1984,en,5.9
Killing Them Softly,"[80, 53]",2012,en,5.8
A Most Wanted Man,[53],2014,en,6.5
Freddy Got Fingered,[35],2001,en,4.6
VeggieTales: The Pirates Who Don't Do Anything,"[12, 16, 35, 878, 10751]",2008,en,5.9
U2 3D,"[10402, 99]",2007,en,6.7
Highlander: Endgame,"[28, 14, 878]",2000,en,4.4
Idlewild,"[80, 18, 10402]",2006,en,5.1
One Day,"[18, 10749]",2011,en,7.0
Whip It,[18],2009,en,6.7
Knockaround Guys,"[80, 53]",2001,en,5.9
Confidence,"[28, 35, 53, 80]",2003,en,6.4
The Muse,"[14, 35]",1999,en,5.3
De-Lovely,"[18, 10402]",2004,en,6.3
New York Stories,"[35, 18, 10749]",1989,en,6.2
Barney's Great Adventure,[10751],1998,en,2.9
The Man with the Iron Fists,[28],2012,en,5.2
Home Fries,"[18, 35, 10749]",1998,en,4.8
Here On Earth,[10749],2000,en,5.4
Brazil,"[35, 878]",1985,en,7.5
Raise Your Voice,"[10402, 18, 10749]",2004,en,6.0
The Big Lebowski,"[35, 80]",1998,en,7.8
Black Snake Moan,[18],2006,en,6.6
Dark Blue,"[28, 80, 18, 53]",2002,en,6.5
A Mighty Heart,"[18, 53]",2007,en,6.7
Whatever It Takes,"[18, 35, 10749]",2000,en,5.0
Boat Trip,[35],2002,en,4.7
The Importance of Being Earnest,"[35, 18, 36, 10749]",2002,en,6.7
The Love Letter,"[35, 18, 14, 10749]",1998,en,4.7
Hoot,"[18, 10751]",2006,en,5.5
In Bruges,"[35, 18, 80]",2008,en,7.4
Peeples,[35],2013,en,5.6
The Rocker,"[35, 10402]",2008,en,5.6
Post Grad,[35],2009,en,5.0
Promised Land,[18],2012,en,6.0
Whatever Works,"[35, 10749]",2009,en,6.8
The In Crowd,[53],2000,en,4.7
The Three Burials of Melquiades Estrada,"[12, 80, 18, 9648, 37]",2005,en,7.0
Jakob the Liar,"[35, 18, 36]",1999,en,6.0
Kiss Kiss Bang Bang,"[28, 35, 80, 9648]",2005,en,7.2
Idle Hands,"[53, 35, 27]",1999,en,6.1
Mulholland Drive,"[53, 18, 9648]",2001,en,7.6
Blood and Chocolate,"[18, 14, 27, 10749]",2007,en,5.4
You Will Meet a Tall Dark Stranger,"[35, 18, 10749]",2010,en,5.8
Never Let Me Go,"[18, 10749, 878]",2010,en,6.8
The Company,[18],2007,en,7.0
Transsiberian,"[53, 80, 9648]",2008,en,6.5
The Clan of the Cave Bear,"[12, 18]",1986,en,4.8
Crazy in Alabama,"[35, 18]",1999,en,6.5
Funny Games,"[27, 53, 80]",2007,en,6.3
Listening,"[18, 53, 878]",2015,en,5.5
Felicia's Journey,[18],1999,en,6.6
Metropolis,"[18, 878]",1927,de,8.0
District B13,"[28, 53, 878]",2004,fr,6.5
Things to Do in Denver When You're Dead,"[18, 80]",1995,en,6.7
The Assassin,"[28, 18, 36]",2015,zh,6.6
Buffalo Soldiers,"[18, 35, 10752, 80, 53]",2001,en,6.5
The Return,"[53, 18, 9648]",2003,ru,7.4
Ong Bak 2,"[12, 28, 53]",2008,th,6.0
Centurion,"[12, 28, 18]",2010,en,5.9
Silent Trigger,"[18, 28, 53]",1996,en,5.0
The Midnight Meat Train,"[9648, 18, 80, 53, 27]",2008,en,6.0
Winnie Mandela,[18],2011,en,5.2
The Son of No One,"[18, 53, 80]",2011,en,4.8
All The Queen's Men,"[28, 35, 18, 36]",2001,en,6.1
The Good Night,"[35, 18, 10749, 14, 10402]",2007,en,5.7
Bathory: Countess of Blood,"[18, 14]",2008,en,5.6
Khumba,"[16, 12, 10751]",2013,en,5.8
Automata,"[53, 878]",2014,en,5.6
Dungeons & Dragons: Wrath of the Dragon God,"[28, 12, 14]",2005,en,4.8
Chiamatemi Francesco - Il Papa della gente,[18],2015,it,7.3
Shinjuku Incident,"[18, 28, 53, 80]",2009,zh,6.7
Pandaemonium,"[18, 10769]",2001,en,4.5
Groundhog Day,"[10749, 14, 18, 35]",1993,en,7.4
Magic Mike XXL,"[35, 18, 10402]",2015,en,6.3
Romeo + Juliet,"[18, 10749]",1996,en,6.7
Sarah's Key,"[18, 10752]",2010,fr,7.2
Freedom,[18],2014,en,5.8
Unforgiven,[37],1992,en,7.7
Manderlay,[18],2005,da,6.9
Slumdog Millionaire,"[18, 10749]",2008,en,7.6
Fatal Attraction,"[18, 10749, 53]",1987,en,6.6
Pretty Woman,"[10749, 35]",1990,en,7.0
Crocodile Dundee II,"[12, 35]",1988,en,5.5
Broken Horses,"[53, 9648, 18, 80]",2015,en,5.0
Born on the Fourth of July,"[18, 10752]",1989,en,6.7
Cool Runnings,[35],1993,en,6.8
My Bloody Valentine,"[9648, 27]",2009,en,5.3
Stomp the Yard,"[18, 10402]",2007,en,6.1
The Spy Who Loved Me,"[12, 28, 53]",1977,en,6.6
Urban Legend,"[27, 53]",1998,en,5.6
Good Deeds,"[35, 18, 10749]",2012,en,6.2
White Fang,"[28, 12, 18, 10751]",1991,en,6.5
Superstar,"[35, 10751]",1999,en,5.1
The Iron Lady,"[36, 18]",2011,en,6.2
Jonah: A VeggieTales Movie,"[28, 12, 16, 35, 10751, 14, 10749]",2002,en,6.4
Poetic Justice,"[18, 10749]",1993,en,6.9
All About the Benjamins,"[28, 12, 35]",2002,en,5.8
Vampire in Brooklyn,"[35, 27, 10749]",1995,en,4.5
Exorcist II: The Heretic,"[27, 53, 14]",1977,en,4.5
An American Haunting,"[27, 53]",2005,en,5.3
My Boss's Daughter,"[35, 10749]",2003,en,4.4
A Perfect Getaway,"[53, 9648, 12]",2009,en,6.2
Our Family Wedding,[35],2010,en,5.7
Dead Man on Campus,[35],1998,en,5.6
Tea with Mussolini,"[35, 18, 10752]",1999,en,5.8
Thinner,"[27, 53]",1996,en,5.5
"New York, New York","[18, 10402, 10749]",1977,en,6.1
Crooklyn,"[35, 18]",1994,en,6.7
I Think I Love My Wife,"[35, 10749]",2007,en,5.0
Jason X,"[27, 878]",2001,en,4.5
Bobby,"[36, 18]",2006,en,6.4
Head Over Heels,"[35, 10749]",2001,en,5.3
Fun Size,[35],2012,en,5.5
The Diving Bell and the Butterfly,[18],2007,fr,7.4
Little Children,"[10749, 18]",2006,en,6.9
Gossip,"[18, 9648, 53]",2000,en,5.5
A Walk on the Moon,"[18, 10749]",1999,en,6.2
Catch a Fire,"[28, 18, 53]",2006,en,6.4
Soul Survivors,"[27, 9648, 53]",2001,en,4.4
Jefferson in Paris,"[18, 10749]",1995,en,5.2
Easy Virtue,"[35, 10749]",2008,en,6.3
Caravans,"[28, 12, 18, 10749]",1978,en,5.8
Mr. Turner,"[36, 18]",2014,en,6.3
Wild Grass,"[18, 10749]",2009,fr,5.8
Amen.,"[18, 36]",2002,fr,7.1
Reign of Assassins,"[36, 28]",2010,zh,6.7
The Lucky Ones,"[35, 18, 36]",2008,en,6.3
Margaret,[18],2011,en,6.1
Stan Helsing,"[35, 27]",2009,en,4.0
Flipped,"[10749, 18]",2010,en,7.4
Brokeback Mountain,"[18, 10749]",2005,en,7.5
Clueless,"[35, 18, 10749]",1995,en,6.9
Far from Heaven,"[18, 10749]",2002,en,6.9
Hot Tub Time Machine 2,[35],2015,en,5.0
Quills,[18],2000,en,6.8
Seven Psychopaths,"[35, 80]",2012,en,6.7
The Caveman's Valentine,"[18, 9648, 53]",2001,en,6.0
Downfall,"[18, 36, 10752]",2004,de,7.7
The Sea Inside,[18],2004,es,7.2
Under the Skin,"[53, 878, 18]",2014,en,6.0
"Good Morning, Vietnam","[35, 18, 10752]",1987,en,7.1
The Last Godfather,"[28, 35, 53]",2010,en,4.7
Justin Bieber: Never Say Never,"[99, 10402, 10751]",2011,en,4.8
Black Swan,"[18, 53]",2010,en,7.3
The Godfather: Part II,"[18, 80]",1974,en,8.3
Save the Last Dance,"[18, 10751, 10749, 10402]",2001,en,6.3
A Nightmare on Elm Street 4: The Dream Master,"[27, 53]",1988,en,5.8
Miracles from Heaven,[18],2016,en,6.7
"Dude, Where’s My Car?",[35],2000,en,5.2
Young Guns,"[80, 28, 12, 18, 37]",1988,en,6.6
St. Vincent,[35],2014,en,7.1
About Last Night,"[35, 10749]",2014,en,6.0
10 Things I Hate About You,"[35, 10749, 18]",1999,en,7.3
The New Guy,"[35, 10751]",2002,en,5.7
National Lampoon's Loaded Weapon 1,[35],1993,en,5.7
The Shallows,"[27, 18, 53]",2016,en,6.2
The Butterfly Effect,"[878, 53]",2004,en,7.3
Snow Day,"[35, 10751]",2000,en,4.8
This Christmas,"[35, 18]",2007,en,7.1
Baby Geniuses,"[878, 35, 10751]",1999,en,3.3
The Big Hit,"[28, 12, 35, 53]",1998,en,6.1
Harriet the Spy,"[35, 18, 10751]",1996,en,5.7
Child's Play 2,"[18, 27]",1990,en,5.8
No Good Deed,"[80, 53]",2014,en,5.6
The Mist,"[878, 27, 53]",2007,en,6.7
Ex Machina,"[18, 878]",2015,en,7.6
Being John Malkovich,"[14, 18, 35]",1999,en,7.3
Two Can Play That Game,"[35, 10749]",2001,en,6.6
Earth to Echo,"[10751, 12, 878]",2014,en,5.7
Crazy/Beautiful,"[18, 10749]",2001,en,6.6
Letters from Iwo Jima,"[28, 12, 18, 10752]",2006,en,7.2
The Astronaut Farmer,"[12, 35, 18, 878]",2006,en,6.2
Woo,"[35, 10749]",1998,en,5.5
Room,"[18, 53]",2015,en,8.1
Dirty Work,[35],1998,en,6.5
Serial Mom,"[35, 80, 27, 53]",1994,en,6.4
Dick,[35],1999,en,5.7
Light It Up,"[18, 53]",1999,en,6.6
54,"[10402, 18]",1998,en,5.5
Bubble Boy,"[12, 35, 18, 10749]",2001,en,5.1
Birthday Girl,"[35, 80, 53]",2001,en,6.1
21 & Over,[35],2013,en,5.7
"Paris, je t'aime","[18, 10749]",2006,fr,6.8
Resurrecting the Champ,[18],2007,en,5.9
Admission,"[35, 18, 10749]",2013,en,5.4
The Widow of Saint-Pierre,"[10749, 18]",2000,en,6.7
Chloe,"[18, 53, 9648]",2009,en,5.9
Faithful,"[35, 80, 18]",1996,en,4.8
Find Me Guilty,"[18, 28, 35, 80]",2006,en,6.5
The Perks of Being a Wallflower,"[18, 10749]",2012,en,7.7
Excessive Force,[28],1993,en,4.5
Infamous,[18],2006,en,6.4
The Claim,"[18, 10749, 37]",2000,en,5.6
The Vatican Tapes,"[53, 27]",2015,en,4.6
Attack the Block,"[28, 35, 878]",2011,en,6.3
In the Land of Blood and Honey,"[18, 10749, 10752]",2011,en,5.8
The Call,"[80, 53]",2013,en,6.6
Operation Chromite,"[36, 18, 10752, 28]",2016,ko,5.8
The Crocodile Hunter: Collision Course,"[10751, 28, 12]",2002,en,5.3
I Love You Phillip Morris,"[35, 18, 10749]",2009,en,6.4
Quest for Fire,"[12, 18]",1981,xx,7.1
Antwone Fisher,"[18, 10749]",2002,en,6.7
The Emperor's Club,"[18, 10749]",2002,en,6.9
True Romance,"[28, 53, 80, 10749]",1993,en,7.5
Womb,"[10749, 878]",2010,en,5.9
Glengarry Glen Ross,"[80, 18, 9648]",1992,en,7.5
The Killer Inside Me,"[80, 18, 53]",2010,en,6.0
Cat People,"[18, 14, 27, 53]",1982,en,6.0
Sorority Row,"[27, 9648, 53]",2009,en,5.4
The Prisoner of Zenda,"[12, 18, 10749]",1937,en,8.4
Lars and the Real Girl,"[35, 10749, 18]",2007,en,7.1
The Boy in the Striped Pyjamas,"[10752, 18]",2008,en,7.7
Dancer in the Dark,"[18, 80, 10402]",2000,en,7.6
Oscar and Lucinda,"[18, 10749]",1997,en,6.2
The Funeral,"[80, 18]",1996,en,7.3
Solitary Man,"[35, 18, 10749]",2009,en,5.8
Machete,"[28, 35, 53]",2010,en,6.3
Casino Jack,"[80, 35, 18]",2010,en,6.0
The Land Before Time,"[16, 12, 10751]",1988,en,7.0
Tae Guk Gi: The Brotherhood of War,"[28, 12, 18, 36, 10752]",2004,ko,7.4
The Perfect Game,"[18, 10751]",2010,en,6.3
The Exorcist,"[18, 27, 53]",1973,en,7.5
Jaws,"[27, 53, 12]",1975,en,7.5
American Pie,"[35, 10749]",1999,en,6.4
Ernest & Celestine,"[16, 35, 18, 10751]",2012,fr,7.6
The Golden Child,"[28, 12, 35]",1986,en,5.6
Think Like a Man,"[35, 10749]",2012,en,6.9
Barbershop,"[35, 18]",2002,en,6.2
Star Trek II: The Wrath of Khan,"[28, 12, 878, 53]",1982,en,7.3
